MP_15219_ID1011025858;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-03;+++;Candida parapsilosis;5480;af4643d4-a5e3-48a0-b832-fa0b6569d046;2.413;+++;Candida parapsilosis;5480;a654152d-540b-4de6-8f56-67e301c76eb5;2.242;+++;Candida parapsilosis;5480;a2e09d27-08f7-4fb7-a608-b5380852fa43;2.198;+++;Candida parapsilosis;5480;a68a9fbd-c4c6-48ea-829d-ecba15cff6a4;2.175;+++;Candida parapsilosis;5480;210228ac-878f-430c-9c37-8098cc3673fa;2.168;+++;Candida parapsilosis;5480;273b62e0-bb61-482b-a90a-86ad00ace602;2.144;+++;Candida parapsilosis;5480;537f14c6-4185-4437-a953-4bed369a4199;2.123;+++;Candida parapsilosis;5480;f5038abf-4387-4309-ad61-91a104dda947;2.101;+++;Candida parapsilosis;5480;62da5a1f-ee6a-492e-84c0-a0b6094b982d;2.064;+++;Candida parapsilosis;5480;a16abd3d-5bbd-486d-a37f-85f4aab55475;2.028
MP_15237_ID1011025858;S-1_1 - Szint I. 1 tisztatér KASP_2020-08-04;+++;Candida glabrata;5478;ad808f0b-6564-46e0-814a-471569dd8e0a;2.326;+++;Candida glabrata;5478;531c7cc3-3021-480e-8c14-f385e959a7f0;2.192;+++;Candida glabrata;5478;5b048575-6dda-486d-91d4-7e65e9f89b8f;2.187;+++;Candida glabrata;5478;f1ac95ff-5a15-4955-a35f-d35305181d8c;16.febr;+++;Candida glabrata;5478;2d0bbd0c-79c8-475d-acbe-d1c59d34c8a3;14.febr;+++;Candida glabrata;5478;3dd86147-459d-4b92-8b5a-40ce83e50070;2.123;+++;Candida glabrata;5478;b2448b67-0d3e-4475-9f04-4d4ba7ca23ca;2.049;+;Candida glabrata;5478;d1e0acbc-7a8a-42a9-8d27-52e3bcf9a9f3;1.994;+;Candida glabrata;5478;9e65ac0e-b37b-4c73-9ced-c0ee757cccee;1.99;+;Candida glabrata;284593;f7f55c36-04c9-4c5d-91fb-97a2d9a34b33;1.989
MP_15252_ID1011025858;S-1_1 - Szint I. 1 tisztatér KASP_2020-08-04;+;Penicillium chrysogenum;5076;ba00ff4d-1b3f-4785-9184-9f7977d98dec;1.841;+;Penicillium chrysogenum;5076;5883f17e-65f6-414c-8815-e875bed218e5;1.782;+;Penicillium chrysogenum;5076;1c5b2f38-6ec7-4cc7-b38c-b9bdfa6239a6;1.712;-;not reliable identification;E1;e1767627-c740-4cbd-9ee1-d64064320a03;1.561;-;not reliable identification;E1;79eea13b-108b-4ddc-9c29-50c74f073626;1.531;-;not reliable identification;E1;4c9fd445-9ce7-4178-9c6a-9d6be75c6f3c;1.404;-;not reliable identification;E1;3deb3692-bac9-420f-84a4-833c34c37fef;1.373;-;not reliable identification;E1;5b59e0fc-a630-491e-989b-65f29d5dffa7;1.366;-;not reliable identification;E1;cdd5b23d-ca14-4fb1-8357-60c893667a2e;1.324;-;not reliable identification;E1;c06583e5-484b-40be-ba62-3886db61adf0;1.315
