MP_12561_ID1011025858;2-SP - Szteroid spironolakton tisztatér_2020-07-23;+++;Aspergillus niger;5061;02d7516b-ed1d-45b2-a15d-42cda9fc3eee;2.373;+++;Aspergillus niger;5061;cc50111e-b51f-4838-9a7e-bc7cc87661d9;2.303;++;Aspergillus niger;5061;bd31a8e2-0436-4c8b-b5e3-8e3cfc9943a3;25.febr;++;Aspergillus niger;5061;b35af45e-f2ee-4fd0-99db-dbce08ebbe45;2.145;++;Aspergillus niger;5061;f65782cc-364a-4505-8bdb-59c1aaa0991c;11.febr;++;Aspergillus niger;5061;6bd697c6-279c-46f4-bdc6-af3cc257f363;2.086;++;Aspergillus niger;5061;f4ed845c-c250-49b5-9434-7f781d95a457;2.038;++;Aspergillus brasiliensis;319629;1a31b1bd-4160-49ca-9051-d8ad44dc1642;2.031;++;Aspergillus niger;5061;ea4758e5-3a9e-4fda-b735-75130242bbaf;2.003;+;Aspergillus niger;5061;bd577b09-dbb4-4b08-8ec3-046919cda459;1.99
MP_12602_ID1011025858;2-NOR2-2 - Szteroid NOR2 2. tisztatér_2020-07-24;+;Penicillium chrysogenum;5076;ba00ff4d-1b3f-4785-9184-9f7977d98dec;1.928;+;Penicillium chrysogenum;5076;5883f17e-65f6-414c-8815-e875bed218e5;1.782;+;Penicillium chrysogenum;5076;1c5b2f38-6ec7-4cc7-b38c-b9bdfa6239a6;1.712;-;not reliable identification;E1;e1767627-c740-4cbd-9ee1-d64064320a03;1.561;-;not reliable identification;E1;79eea13b-108b-4ddc-9c29-50c74f073626;1.531;-;not reliable identification;E1;4c9fd445-9ce7-4178-9c6a-9d6be75c6f3c;1.404;-;not reliable identification;E1;3deb3692-bac9-420f-84a4-833c34c37fef;1.373;-;not reliable identification;E1;5b59e0fc-a630-491e-989b-65f29d5dffa7;1.366;-;not reliable identification;E1;cdd5b23d-ca14-4fb1-8357-60c893667a2e;1.324;-;not reliable identification;E1;c06583e5-484b-40be-ba62-3886db61adf0;1.315
MP_12604_ID1011025858;2-NOR2-2 - Szteroid NOR2 2. tisztatér_2020-07-24;++;Candida albicans;5476;a62cac3c-e498-49c0-a4bc-44a6853ebe3b;2.153;++;Candida albicans;5476;b574c50d-7d09-45c7-a68c-42ab67a01c64;2.089;++;Candida albicans;5476;0ae7193a-9bbf-4186-abf4-7dfb09083273;2.082;++;Candida albicans;5476;794956b6-f092-4a9b-abd2-139776479ef5;2.062;++;Candida albicans;5476;acc1fb2c-8184-40f1-b458-78954c201a9d;2.033;+;Candida albicans;5476;52ce67dc-44e7-4373-a4b2-99b1f15aa475;1.986;+;Candida albicans_(africana);241526;ab394b47-a8d5-4ef8-893b-1552f517670e;1.965;+;Candida albicans;5476;77bef836-8122-420d-acc4-f9ad13b6448e;1.917;+;Candida albicans;5476;e75026db-8d17-444a-bb74-f4ec6d43c30c;09.jan;+;Candida albicans;5476;3f78b8ea-372f-4e62-b04a-1946b22d3772;1.898
