MP_91292_ID1011025858;Brevibacterium casei;2.438;
MP_91293_ID1011025858;Staphylococcus hominis;2.19;
MP_91294_ID1011025858;Micrococcus luteus;2.415;
MP_91295_ID1011025858;Staphylococcus lugdunensis;2.288;
MP_91296_ID1011025858;Staphylococcus hominis;2.212;
MP_91297_ID1011025858;Bacillus licheniformis;2.104;
MP_91298_ID1011025858;Bacillus pumilus;1.831;
